y,d,s,g,c,ec,Enroll_Rate,Teacher_Count
1819,22,0000,Gender,Female,851,48.5,160
1819,22,0000,Gender,Male,905,51.5,160
1819,22,0000,Grade Level,PK,23,1.3,160
1819,22,0000,Grade Level,KG,150,8.5,160
1819,22,0000,Grade Level,First,174,9.9,160
1819,22,0000,Grade Level,Second,151,8.6,160
1819,22,0000,Grade Level,Third,144,8.2,160
1819,22,0000,Grade Level,Fourth,160,9.1,160
1819,22,0000,Grade Level,Fifth,163,9.3,160
1819,22,0000,Grade Level,Sixth,174,9.9,160
1819,22,0000,Grade Level,Seventh,173,9.9,160
1819,22,0000,Grade Level,Eighth,148,8.4,160
1819,22,0000,Grade Level,Ninth,78,4.4,160
1819,22,0000,Grade Level,Tenth,79,4.5,160
1819,22,0000,Grade Level,Eleventh,62,3.5,160
1819,22,0000,Grade Level,Twelfth,77,4.4,160
1819,22,0000,Homeless,Homeless,19,1.1,160
1819,22,0000,Migrant,Migrant,55,3.1,160
1819,22,0000,Race/Ethnicity,American Indian/Alaskan Native,238,13.6,160
1819,22,0000,Race/Ethnicity,Asian,0,0.0,160
1819,22,0000,Race/Ethnicity,Black/African American,182,10.4,160
1819,22,0000,Race/Ethnicity,Hispanic,655,37.3,160
1819,22,0000,Race/Ethnicity,Multiracial,63,3.6,160
1819,22,0000,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,160
1819,22,0000,Race/Ethnicity,White,612,34.9,160
1819,22,0000,Students with Disabilities,Students with Disabilities,364,20.7,160
1819,22,0000,Total,Total Students,1756,100.0,160
1819,22,0021,Economically Disadvantaged,Economically Disadvantaged,377,75.4,34
1819,22,0021,English Language Learners,English Language Learners,13,2.6,34
1819,22,0021,Gender,Female,230,46.0,34
1819,22,0021,Gender,Male,270,54.0,34
1819,22,0021,Grade Level,Sixth,75,15.0,34
1819,22,0021,Grade Level,Seventh,81,16.2,34
1819,22,0021,Grade Level,Eighth,56,11.2,34
1819,22,0021,Grade Level,Ninth,77,15.4,34
1819,22,0021,Grade Level,Tenth,77,15.4,34
1819,22,0021,Grade Level,Eleventh,60,12.0,34
1819,22,0021,Grade Level,Twelfth,74,14.8,34
1819,22,0021,Homeless,Homeless,12,2.4,34
1819,22,0021,Migrant,Migrant,19,3.8,34
1819,22,0021,Race/Ethnicity,American Indian/Alaskan Native,41,8.2,34
1819,22,0021,Race/Ethnicity,Asian,0,0.0,34
1819,22,0021,Race/Ethnicity,Black/African American,104,20.8,34
1819,22,0021,Race/Ethnicity,Hispanic,172,34.4,34
1819,22,0021,Race/Ethnicity,Multiracial,0,0.0,34
1819,22,0021,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,34
1819,22,0021,Race/Ethnicity,White,173,34.6,34
1819,22,0021,Students with Disabilities,Students with Disabilities,94,18.8,34
1819,22,0021,Total,Total Students,500,100.0,34
1819,22,0051,Economically Disadvantaged,Economically Disadvantaged,357,100.0,29
1819,22,0051,English Language Learners,English Language Learners,15,4.2,29
1819,22,0051,Gender,Female,177,49.6,29
1819,22,0051,Gender,Male,180,50.4,29
1819,22,0051,Grade Level,PK,3,0.8,29
1819,22,0051,Grade Level,KG,59,16.5,29
1819,22,0051,Grade Level,First,68,19.0,29
1819,22,0051,Grade Level,Second,52,14.6,29
1819,22,0051,Grade Level,Third,55,15.4,29
1819,22,0051,Grade Level,Fourth,63,17.6,29
1819,22,0051,Grade Level,Fifth,57,16.0,29
1819,22,0051,Homeless,Homeless,0,0.0,29
1819,22,0051,Migrant,Migrant,21,5.9,29
1819,22,0051,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,29
1819,22,0051,Race/Ethnicity,Asian,0,0.0,29
1819,22,0051,Race/Ethnicity,Black/African American,67,18.8,29
1819,22,0051,Race/Ethnicity,Hispanic,134,37.5,29
1819,22,0051,Race/Ethnicity,Multiracial,0,0.0,29
1819,22,0051,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,29
1819,22,0051,Race/Ethnicity,White,144,40.3,29
1819,22,0051,Students with Disabilities,Students with Disabilities,67,18.8,29
1819,22,0051,Total,Total Students,357,100.0,29
1819,22,0052,Economically Disadvantaged,Economically Disadvantaged,3,30.0,1
1819,22,0052,English Language Learners,English Language Learners,0,0.0,1
1819,22,0052,Gender,Female,0,0.0,1
1819,22,0052,Gender,Male,0,0.0,1
1819,22,0052,Grade Level,PK,10,100.0,1
1819,22,0052,Homeless,Homeless,0,0.0,1
1819,22,0052,Migrant,Migrant,0,0.0,1
1819,22,0052,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,1
1819,22,0052,Race/Ethnicity,Asian,0,0.0,1
1819,22,0052,Race/Ethnicity,Black/African American,0,0.0,1
1819,22,0052,Race/Ethnicity,Hispanic,0,0.0,1
1819,22,0052,Race/Ethnicity,Multiracial,0,0.0,1
1819,22,0052,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,1
1819,22,0052,Race/Ethnicity,White,0,0.0,1
1819,22,0052,Students with Disabilities,Students with Disabilities,10,100.0,1
1819,22,0052,Total,Total Students,10,100.0,1
1819,22,0055,Economically Disadvantaged,Economically Disadvantaged,449,75.8,40
1819,22,0055,English Language Learners,English Language Learners,48,8.1,40
1819,22,0055,Gender,Female,292,49.3,40
1819,22,0055,Gender,Male,300,50.7,40
1819,22,0055,Grade Level,KG,56,9.5,40
1819,22,0055,Grade Level,First,70,11.8,40
1819,22,0055,Grade Level,Second,67,11.3,40
1819,22,0055,Grade Level,Third,62,10.5,40
1819,22,0055,Grade Level,Fourth,63,10.6,40
1819,22,0055,Grade Level,Fifth,77,13.0,40
1819,22,0055,Grade Level,Sixth,73,12.3,40
1819,22,0055,Grade Level,Seventh,67,11.3,40
1819,22,0055,Grade Level,Eighth,57,9.6,40
1819,22,0055,Homeless,Homeless,0,0.0,40
1819,22,0055,Migrant,Migrant,13,2.2,40
1819,22,0055,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,40
1819,22,0055,Race/Ethnicity,Asian,0,0.0,40
1819,22,0055,Race/Ethnicity,Black/African American,0,0.0,40
1819,22,0055,Race/Ethnicity,Hispanic,314,53.0,40
1819,22,0055,Race/Ethnicity,Multiracial,0,0.0,40
1819,22,0055,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,40
1819,22,0055,Race/Ethnicity,White,261,44.1,40
1819,22,0055,Students with Disabilities,Students with Disabilities,83,14.0,40
1819,22,0055,Total,Total Students,592,100.0,40
1819,22,0056,Economically Disadvantaged,Economically Disadvantaged,3,1.5,31
1819,22,0056,English Language Learners,English Language Learners,0,0.0,31
1819,22,0056,Gender,Female,96,48.7,31
1819,22,0056,Gender,Male,101,51.3,31
1819,22,0056,Grade Level,PK,5,2.5,31
1819,22,0056,Grade Level,KG,35,17.8,31
1819,22,0056,Grade Level,First,36,18.3,31
1819,22,0056,Grade Level,Second,32,16.2,31
1819,22,0056,Grade Level,Third,27,13.7,31
1819,22,0056,Grade Level,Fourth,34,17.3,31
1819,22,0056,Grade Level,Fifth,28,14.2,31
1819,22,0056,Homeless,Homeless,0,0.0,31
1819,22,0056,Migrant,Migrant,0,0.0,31
1819,22,0056,Race/Ethnicity,American Indian/Alaskan Native,124,62.9,31
1819,22,0056,Race/Ethnicity,Asian,0,0.0,31
1819,22,0056,Race/Ethnicity,Black/African American,0,0.0,31
1819,22,0056,Race/Ethnicity,Hispanic,19,9.6,31
1819,22,0056,Race/Ethnicity,Multiracial,35,17.8,31
1819,22,0056,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,31
1819,22,0056,Race/Ethnicity,White,16,8.1,31
1819,22,0056,Students with Disabilities,Students with Disabilities,75,38.1,31
1819,22,0056,Total,Total Students,197,100.0,31
1819,22,0057,Economically Disadvantaged,Economically Disadvantaged,0,0.0,15
1819,22,0057,English Language Learners,English Language Learners,0,0.0,15
1819,22,0057,Gender,Female,41,50.6,15
1819,22,0057,Gender,Male,40,49.4,15
1819,22,0057,Grade Level,Sixth,25,30.9,15
1819,22,0057,Grade Level,Seventh,22,27.2,15
1819,22,0057,Grade Level,Eighth,34,42.0,15
1819,22,0057,Homeless,Homeless,0,0.0,15
1819,22,0057,Migrant,Migrant,0,0.0,15
1819,22,0057,Race/Ethnicity,American Indian/Alaskan Native,60,74.1,15
1819,22,0057,Race/Ethnicity,Asian,0,0.0,15
1819,22,0057,Race/Ethnicity,Black/African American,0,0.0,15
1819,22,0057,Race/Ethnicity,Hispanic,0,0.0,15
1819,22,0057,Race/Ethnicity,Multiracial,0,0.0,15
1819,22,0057,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,15
1819,22,0057,Race/Ethnicity,White,10,12.3,15
1819,22,0057,Students with Disabilities,Students with Disabilities,30,37.0,15
1819,22,0057,Total,Total Students,81,100.0,15
1819,22,0059,Economically Disadvantaged,Economically Disadvantaged,*,*,.
1819,22,0059,English Language Learners,English Language Learners,0,0.0,.
1819,22,0059,Gender,Female,0,0.0,.
1819,22,0059,Gender,Male,0,0.0,.
1819,22,0059,Grade Level,PK,5,0.0,.
1819,22,0059,Homeless,Homeless,0,0.0,.
1819,22,0059,Migrant,Migrant,0,0.0,.
1819,22,0059,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,.
1819,22,0059,Race/Ethnicity,Asian,0,0.0,.
1819,22,0059,Race/Ethnicity,Black/African American,0,0.0,.
1819,22,0059,Race/Ethnicity,Hispanic,0,0.0,.
1819,22,0059,Race/Ethnicity,Multiracial,0,0.0,.
1819,22,0059,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,.
1819,22,0059,Race/Ethnicity,White,0,0.0,.
1819,22,0059,Students with Disabilities,Students with Disabilities,0,0.0,.
1819,22,0059,Total,Total Students,0,0.0,.
1819,22,7001,Economically Disadvantaged,Economically Disadvantaged,*,*,.
1819,22,7001,English Language Learners,English Language Learners,0,0.0,.
1819,22,7001,Gender,Female,0,0.0,.
1819,22,7001,Grade Level,Twelfth,1,0.0,.
1819,22,7001,Homeless,Homeless,0,0.0,.
1819,22,7001,Migrant,Migrant,0,0.0,.
1819,22,7001,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,.
1819,22,7001,Race/Ethnicity,Asian,0,0.0,.
1819,22,7001,Race/Ethnicity,Black/African American,0,0.0,.
1819,22,7001,Race/Ethnicity,Hispanic,0,0.0,.
1819,22,7001,Race/Ethnicity,Multiracial,0,0.0,.
1819,22,7001,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,.
1819,22,7001,Race/Ethnicity,White,0,0.0,.
1819,22,7001,Students with Disabilities,Students with Disabilities,0,0.0,.
1819,22,7001,Total,Total Students,0,0.0,.
1819,22,7004,Economically Disadvantaged,Economically Disadvantaged,6,50.0,.
1819,22,7004,English Language Learners,English Language Learners,0,0.0,.
1819,22,7004,Gender,Female,0,0.0,.
1819,22,7004,Gender,Male,0,0.0,.
1819,22,7004,Grade Level,Sixth,1,8.3,.
1819,22,7004,Grade Level,Seventh,3,25.0,.
1819,22,7004,Grade Level,Eighth,1,8.3,.
1819,22,7004,Grade Level,Ninth,1,8.3,.
1819,22,7004,Grade Level,Tenth,2,16.7,.
1819,22,7004,Grade Level,Eleventh,2,16.7,.
1819,22,7004,Grade Level,Twelfth,2,16.7,.
1819,22,7004,Homeless,Homeless,0,0.0,.
1819,22,7004,Migrant,Migrant,0,0.0,.
1819,22,7004,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,.
1819,22,7004,Race/Ethnicity,Asian,0,0.0,.
1819,22,7004,Race/Ethnicity,Black/African American,0,0.0,.
1819,22,7004,Race/Ethnicity,Hispanic,0,0.0,.
1819,22,7004,Race/Ethnicity,Multiracial,0,0.0,.
1819,22,7004,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,.
1819,22,7004,Race/Ethnicity,White,0,0.0,.
1819,22,7004,Students with Disabilities,Students with Disabilities,0,0.0,.
1819,22,7004,Total,Total Students,12,100.0,.
1819,22,7023,Economically Disadvantaged,Economically Disadvantaged,*,*,.
1819,22,7023,English Language Learners,English Language Learners,0,0.0,.
1819,22,7023,Gender,Female,0,0.0,.
1819,22,7023,Grade Level,Fifth,1,0.0,.
1819,22,7023,Homeless,Homeless,0,0.0,.
1819,22,7023,Migrant,Migrant,0,0.0,.
1819,22,7023,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,.
1819,22,7023,Race/Ethnicity,Asian,0,0.0,.
1819,22,7023,Race/Ethnicity,Black/African American,0,0.0,.
1819,22,7023,Race/Ethnicity,Hispanic,0,0.0,.
1819,22,7023,Race/Ethnicity,Multiracial,0,0.0,.
1819,22,7023,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,.
1819,22,7023,Race/Ethnicity,White,0,0.0,.
1819,22,7023,Students with Disabilities,Students with Disabilities,0,0.0,.
1819,22,7023,Total,Total Students,0,0.0,.
