y,d,s,g,c,ec,Enroll_Rate,Teacher_Count
1819,40,0000,Gender,Female,1305,49.9,170
1819,40,0000,Gender,Male,1312,50.1,170
1819,40,0000,Grade Level,PK,47,1.8,170
1819,40,0000,Grade Level,KG,211,8.1,170
1819,40,0000,Grade Level,First,215,8.2,170
1819,40,0000,Grade Level,Second,204,7.8,170
1819,40,0000,Grade Level,Third,204,7.8,170
1819,40,0000,Grade Level,Fourth,207,7.9,170
1819,40,0000,Grade Level,Fifth,202,7.7,170
1819,40,0000,Grade Level,Sixth,183,7.0,170
1819,40,0000,Grade Level,Seventh,202,7.7,170
1819,40,0000,Grade Level,Eighth,197,7.5,170
1819,40,0000,Grade Level,Ninth,208,7.9,170
1819,40,0000,Grade Level,Tenth,186,7.1,170
1819,40,0000,Grade Level,Eleventh,180,6.9,170
1819,40,0000,Grade Level,Twelfth,171,6.5,170
1819,40,0000,Homeless,Homeless,187,7.1,170
1819,40,0000,Migrant,Migrant,0,0.0,170
1819,40,0000,Race/Ethnicity,American Indian/Alaskan Native,10,0.4,170
1819,40,0000,Race/Ethnicity,Asian,0,0.0,170
1819,40,0000,Race/Ethnicity,Black/African American,1242,47.5,170
1819,40,0000,Race/Ethnicity,Hispanic,152,5.8,170
1819,40,0000,Race/Ethnicity,Multiracial,62,2.4,170
1819,40,0000,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,170
1819,40,0000,Race/Ethnicity,White,1142,43.6,170
1819,40,0000,Students with Disabilities,Students with Disabilities,460,17.6,170
1819,40,0000,Total,Total Students,2617,100.0,170
1819,40,0011,Economically Disadvantaged,Economically Disadvantaged,489,95.9,32
1819,40,0011,English Language Learners,English Language Learners,0,0.0,32
1819,40,0011,Gender,Female,275,53.9,32
1819,40,0011,Gender,Male,235,46.1,32
1819,40,0011,Grade Level,Ninth,151,29.6,32
1819,40,0011,Grade Level,Tenth,127,24.9,32
1819,40,0011,Grade Level,Eleventh,116,22.7,32
1819,40,0011,Grade Level,Twelfth,116,22.7,32
1819,40,0011,Homeless,Homeless,35,6.9,32
1819,40,0011,Migrant,Migrant,0,0.0,32
1819,40,0011,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,32
1819,40,0011,Race/Ethnicity,Asian,0,0.0,32
1819,40,0011,Race/Ethnicity,Black/African American,292,57.3,32
1819,40,0011,Race/Ethnicity,Hispanic,28,5.5,32
1819,40,0011,Race/Ethnicity,Multiracial,11,2.2,32
1819,40,0011,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,32
1819,40,0011,Race/Ethnicity,White,177,34.7,32
1819,40,0011,Students with Disabilities,Students with Disabilities,72,14.1,32
1819,40,0011,Total,Total Students,510,100.0,32
1819,40,0041,Economically Disadvantaged,Economically Disadvantaged,996,100.0,69
1819,40,0041,English Language Learners,English Language Learners,0,0.0,69
1819,40,0041,Gender,Female,480,48.2,69
1819,40,0041,Gender,Male,516,51.8,69
1819,40,0041,Grade Level,PK,24,2.4,69
1819,40,0041,Grade Level,KG,89,8.9,69
1819,40,0041,Grade Level,First,103,10.3,69
1819,40,0041,Grade Level,Second,90,9.0,69
1819,40,0041,Grade Level,Third,104,10.4,69
1819,40,0041,Grade Level,Fourth,81,8.1,69
1819,40,0041,Grade Level,Fifth,67,6.7,69
1819,40,0041,Grade Level,Sixth,140,14.1,69
1819,40,0041,Grade Level,Seventh,153,15.4,69
1819,40,0041,Grade Level,Eighth,145,14.6,69
1819,40,0041,Homeless,Homeless,87,8.7,69
1819,40,0041,Migrant,Migrant,0,0.0,69
1819,40,0041,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,69
1819,40,0041,Race/Ethnicity,Asian,0,0.0,69
1819,40,0041,Race/Ethnicity,Black/African American,659,66.2,69
1819,40,0041,Race/Ethnicity,Hispanic,63,6.3,69
1819,40,0041,Race/Ethnicity,Multiracial,22,2.2,69
1819,40,0041,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,69
1819,40,0041,Race/Ethnicity,White,246,24.7,69
1819,40,0041,Students with Disabilities,Students with Disabilities,217,21.8,69
1819,40,0041,Total,Total Students,996,100.0,69
1819,40,0091,Economically Disadvantaged,Economically Disadvantaged,124,100.0,9
1819,40,0091,English Language Learners,English Language Learners,0,0.0,9
1819,40,0091,Gender,Female,62,50.0,9
1819,40,0091,Gender,Male,62,50.0,9
1819,40,0091,Grade Level,PK,11,8.9,9
1819,40,0091,Grade Level,KG,26,21.0,9
1819,40,0091,Grade Level,First,14,11.3,9
1819,40,0091,Grade Level,Second,23,18.5,9
1819,40,0091,Grade Level,Third,17,13.7,9
1819,40,0091,Grade Level,Fourth,19,15.3,9
1819,40,0091,Grade Level,Fifth,14,11.3,9
1819,40,0091,Homeless,Homeless,42,33.9,9
1819,40,0091,Migrant,Migrant,0,0.0,9
1819,40,0091,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,9
1819,40,0091,Race/Ethnicity,Asian,0,0.0,9
1819,40,0091,Race/Ethnicity,Black/African American,97,78.2,9
1819,40,0091,Race/Ethnicity,Hispanic,0,0.0,9
1819,40,0091,Race/Ethnicity,Multiracial,0,0.0,9
1819,40,0091,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,9
1819,40,0091,Race/Ethnicity,White,23,18.5,9
1819,40,0091,Students with Disabilities,Students with Disabilities,20,16.1,9
1819,40,0091,Total,Total Students,124,100.0,9
1819,40,0101,Economically Disadvantaged,Economically Disadvantaged,190,87.2,14
1819,40,0101,English Language Learners,English Language Learners,0,0.0,14
1819,40,0101,Gender,Female,109,50.0,14
1819,40,0101,Gender,Male,109,50.0,14
1819,40,0101,Grade Level,PK,7,3.2,14
1819,40,0101,Grade Level,KG,32,14.7,14
1819,40,0101,Grade Level,First,42,19.3,14
1819,40,0101,Grade Level,Second,28,12.8,14
1819,40,0101,Grade Level,Third,35,16.1,14
1819,40,0101,Grade Level,Fourth,38,17.4,14
1819,40,0101,Grade Level,Fifth,36,16.5,14
1819,40,0101,Homeless,Homeless,0,0.0,14
1819,40,0101,Migrant,Migrant,0,0.0,14
1819,40,0101,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,14
1819,40,0101,Race/Ethnicity,Asian,0,0.0,14
1819,40,0101,Race/Ethnicity,Black/African American,33,15.1,14
1819,40,0101,Race/Ethnicity,Hispanic,28,12.8,14
1819,40,0101,Race/Ethnicity,Multiracial,0,0.0,14
1819,40,0101,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,14
1819,40,0101,Race/Ethnicity,White,149,68.3,14
1819,40,0101,Students with Disabilities,Students with Disabilities,43,19.7,14
1819,40,0101,Total,Total Students,218,100.0,14
1819,40,0111,Economically Disadvantaged,Economically Disadvantaged,197,100.0,16
1819,40,0111,English Language Learners,English Language Learners,0,0.0,16
1819,40,0111,Gender,Female,89,45.2,16
1819,40,0111,Gender,Male,108,54.8,16
1819,40,0111,Grade Level,PK,5,2.5,16
1819,40,0111,Grade Level,KG,31,15.7,16
1819,40,0111,Grade Level,First,24,12.2,16
1819,40,0111,Grade Level,Second,29,14.7,16
1819,40,0111,Grade Level,Third,27,13.7,16
1819,40,0111,Grade Level,Fourth,36,18.3,16
1819,40,0111,Grade Level,Fifth,45,22.8,16
1819,40,0111,Homeless,Homeless,0,0.0,16
1819,40,0111,Migrant,Migrant,0,0.0,16
1819,40,0111,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,16
1819,40,0111,Race/Ethnicity,Asian,0,0.0,16
1819,40,0111,Race/Ethnicity,Black/African American,40,20.3,16
1819,40,0111,Race/Ethnicity,Hispanic,15,7.6,16
1819,40,0111,Race/Ethnicity,Multiracial,0,0.0,16
1819,40,0111,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,16
1819,40,0111,Race/Ethnicity,White,135,68.5,16
1819,40,0111,Students with Disabilities,Students with Disabilities,45,22.8,16
1819,40,0111,Total,Total Students,197,100.0,16
1819,40,0121,Economically Disadvantaged,Economically Disadvantaged,0,0.0,9
1819,40,0121,English Language Learners,English Language Learners,0,0.0,9
1819,40,0121,Gender,Female,97,51.3,9
1819,40,0121,Gender,Male,92,48.7,9
1819,40,0121,Grade Level,Ninth,41,21.7,9
1819,40,0121,Grade Level,Tenth,48,25.4,9
1819,40,0121,Grade Level,Eleventh,55,29.1,9
1819,40,0121,Grade Level,Twelfth,45,23.8,9
1819,40,0121,Homeless,Homeless,0,0.0,9
1819,40,0121,Migrant,Migrant,0,0.0,9
1819,40,0121,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,9
1819,40,0121,Race/Ethnicity,Asian,0,0.0,9
1819,40,0121,Race/Ethnicity,Black/African American,36,19.0,9
1819,40,0121,Race/Ethnicity,Hispanic,0,0.0,9
1819,40,0121,Race/Ethnicity,Multiracial,0,0.0,9
1819,40,0121,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,9
1819,40,0121,Race/Ethnicity,White,138,73.0,9
1819,40,0121,Students with Disabilities,Students with Disabilities,14,7.4,9
1819,40,0121,Total,Total Students,189,100.0,9
1819,40,0122,Economically Disadvantaged,Economically Disadvantaged,0,0.0,21
1819,40,0122,English Language Learners,English Language Learners,0,0.0,21
1819,40,0122,Gender,Female,152,49.4,21
1819,40,0122,Gender,Male,156,50.6,21
1819,40,0122,Grade Level,KG,33,10.7,21
1819,40,0122,Grade Level,First,32,10.4,21
1819,40,0122,Grade Level,Second,34,11.0,21
1819,40,0122,Grade Level,Third,21,6.8,21
1819,40,0122,Grade Level,Fourth,33,10.7,21
1819,40,0122,Grade Level,Fifth,40,13.0,21
1819,40,0122,Grade Level,Sixth,41,13.3,21
1819,40,0122,Grade Level,Seventh,38,12.3,21
1819,40,0122,Grade Level,Eighth,36,11.7,21
1819,40,0122,Homeless,Homeless,0,0.0,21
1819,40,0122,Migrant,Migrant,0,0.0,21
1819,40,0122,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,21
1819,40,0122,Race/Ethnicity,Asian,0,0.0,21
1819,40,0122,Race/Ethnicity,Black/African American,25,8.1,21
1819,40,0122,Race/Ethnicity,Hispanic,0,0.0,21
1819,40,0122,Race/Ethnicity,Multiracial,0,0.0,21
1819,40,0122,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,21
1819,40,0122,Race/Ethnicity,White,263,85.4,21
1819,40,0122,Students with Disabilities,Students with Disabilities,30,9.7,21
1819,40,0122,Total,Total Students,308,100.0,21
1819,40,0900,Economically Disadvantaged,Economically Disadvantaged,*,*,.
1819,40,0900,English Language Learners,English Language Learners,0,0.0,.
1819,40,0900,Gender,Male,0,0.0,.
1819,40,0900,Grade Level,Seventh,1,0.0,.
1819,40,0900,Grade Level,Ninth,5,0.0,.
1819,40,0900,Grade Level,Tenth,1,0.0,.
1819,40,0900,Grade Level,Eleventh,1,0.0,.
1819,40,0900,Grade Level,Twelfth,1,0.0,.
1819,40,0900,Homeless,Homeless,0,0.0,.
1819,40,0900,Migrant,Migrant,0,0.0,.
1819,40,0900,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,.
1819,40,0900,Race/Ethnicity,Asian,0,0.0,.
1819,40,0900,Race/Ethnicity,Black/African American,0,0.0,.
1819,40,0900,Race/Ethnicity,Hispanic,0,0.0,.
1819,40,0900,Race/Ethnicity,Multiracial,0,0.0,.
1819,40,0900,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,.
1819,40,0900,Race/Ethnicity,White,0,0.0,.
1819,40,0900,Students with Disabilities,Students with Disabilities,0,0.0,.
1819,40,0900,Total,Total Students,0,0.0,.
1819,40,0925,Economically Disadvantaged,Economically Disadvantaged,28,100.0,.
1819,40,0925,English Language Learners,English Language Learners,0,0.0,.
1819,40,0925,Gender,Female,28,100.0,.
1819,40,0925,Grade Level,Sixth,1,3.6,.
1819,40,0925,Grade Level,Seventh,3,10.7,.
1819,40,0925,Grade Level,Eighth,3,10.7,.
1819,40,0925,Grade Level,Ninth,9,32.1,.
1819,40,0925,Grade Level,Tenth,5,17.9,.
1819,40,0925,Grade Level,Eleventh,5,17.9,.
1819,40,0925,Grade Level,Twelfth,2,7.1,.
1819,40,0925,Homeless,Homeless,0,0.0,.
1819,40,0925,Migrant,Migrant,0,0.0,.
1819,40,0925,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,.
1819,40,0925,Race/Ethnicity,Asian,0,0.0,.
1819,40,0925,Race/Ethnicity,Black/African American,18,64.3,.
1819,40,0925,Race/Ethnicity,Hispanic,0,0.0,.
1819,40,0925,Race/Ethnicity,Multiracial,0,0.0,.
1819,40,0925,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,.
1819,40,0925,Race/Ethnicity,White,0,0.0,.
1819,40,0925,Students with Disabilities,Students with Disabilities,0,0.0,.
1819,40,0925,Total,Total Students,28,100.0,.
1819,40,0950,Economically Disadvantaged,Economically Disadvantaged,38,100.0,.
1819,40,0950,English Language Learners,English Language Learners,0,0.0,.
1819,40,0950,Gender,Female,13,34.2,.
1819,40,0950,Gender,Male,25,65.8,.
1819,40,0950,Grade Level,Sixth,1,2.6,.
1819,40,0950,Grade Level,Seventh,7,18.4,.
1819,40,0950,Grade Level,Eighth,13,34.2,.
1819,40,0950,Grade Level,Ninth,2,5.3,.
1819,40,0950,Grade Level,Tenth,5,13.2,.
1819,40,0950,Grade Level,Eleventh,3,7.9,.
1819,40,0950,Grade Level,Twelfth,7,18.4,.
1819,40,0950,Homeless,Homeless,0,0.0,.
1819,40,0950,Migrant,Migrant,0,0.0,.
1819,40,0950,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,.
1819,40,0950,Race/Ethnicity,Asian,0,0.0,.
1819,40,0950,Race/Ethnicity,Black/African American,33,86.8,.
1819,40,0950,Race/Ethnicity,Hispanic,0,0.0,.
1819,40,0950,Race/Ethnicity,Multiracial,0,0.0,.
1819,40,0950,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,.
1819,40,0950,Race/Ethnicity,White,0,0.0,.
1819,40,0950,Students with Disabilities,Students with Disabilities,10,26.3,.
1819,40,0950,Total,Total Students,38,100.0,.
