y,d,s,g,c,ec,Enroll_Rate,Teacher_Count
1819,36,0000,Gender,Female,45529,48.2,5590
1819,36,0000,Gender,Male,48888,51.8,5590
1819,36,0000,Grade Level,PK,2043,2.2,5590
1819,36,0000,Grade Level,KG,6764,7.2,5590
1819,36,0000,Grade Level,First,6905,7.3,5590
1819,36,0000,Grade Level,Second,6728,7.1,5590
1819,36,0000,Grade Level,Third,7376,7.8,5590
1819,36,0000,Grade Level,Fourth,6934,7.3,5590
1819,36,0000,Grade Level,Fifth,7421,7.9,5590
1819,36,0000,Grade Level,Sixth,7390,7.8,5590
1819,36,0000,Grade Level,Seventh,7166,7.6,5590
1819,36,0000,Grade Level,Eighth,7131,7.6,5590
1819,36,0000,Grade Level,Ninth,6975,7.4,5590
1819,36,0000,Grade Level,Tenth,7154,7.6,5590
1819,36,0000,Grade Level,Eleventh,6963,7.4,5590
1819,36,0000,Grade Level,Twelfth,7467,7.9,5590
1819,36,0000,Homeless,Homeless,548,0.6,5590
1819,36,0000,Migrant,Migrant,214,0.2,5590
1819,36,0000,Race/Ethnicity,American Indian/Alaskan Native,159,0.2,5590
1819,36,0000,Race/Ethnicity,Asian,1627,1.7,5590
1819,36,0000,Race/Ethnicity,Black/African American,13380,14.2,5590
1819,36,0000,Race/Ethnicity,Hispanic,40104,42.5,5590
1819,36,0000,Race/Ethnicity,Multiracial,2723,2.9,5590
1819,36,0000,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,89,0.1,5590
1819,36,0000,Race/Ethnicity,White,36335,38.5,5590
1819,36,0000,Students with Disabilities,Students with Disabilities,11491,12.2,5590
1819,36,0000,Total,Total Students,94417,100.0,5590
1819,36,0081,Economically Disadvantaged,Economically Disadvantaged,843,84.5,67
1819,36,0081,English Language Learners,English Language Learners,124,12.4,67
1819,36,0081,Gender,Female,472,47.3,67
1819,36,0081,Gender,Male,526,52.7,67
1819,36,0081,Grade Level,PK,47,4.7,67
1819,36,0081,Grade Level,KG,155,15.5,67
1819,36,0081,Grade Level,First,132,13.2,67
1819,36,0081,Grade Level,Second,148,14.8,67
1819,36,0081,Grade Level,Third,166,16.6,67
1819,36,0081,Grade Level,Fourth,177,17.7,67
1819,36,0081,Grade Level,Fifth,173,17.3,67
1819,36,0081,Homeless,Homeless,0,0.0,67
1819,36,0081,Migrant,Migrant,0,0.0,67
1819,36,0081,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,67
1819,36,0081,Race/Ethnicity,Asian,50,5.0,67
1819,36,0081,Race/Ethnicity,Black/African American,288,28.9,67
1819,36,0081,Race/Ethnicity,Hispanic,322,32.3,67
1819,36,0081,Race/Ethnicity,Multiracial,40,4.0,67
1819,36,0081,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,67
1819,36,0081,Race/Ethnicity,White,294,29.5,67
1819,36,0081,Students with Disabilities,Students with Disabilities,156,15.6,67
1819,36,0081,Total,Total Students,998,100.0,67
1819,36,0091,Economically Disadvantaged,Economically Disadvantaged,758,73.4,63
1819,36,0091,English Language Learners,English Language Learners,30,2.9,63
1819,36,0091,Gender,Female,489,47.3,63
1819,36,0091,Gender,Male,544,52.7,63
1819,36,0091,Grade Level,KG,53,5.1,63
1819,36,0091,Grade Level,First,71,6.9,63
1819,36,0091,Grade Level,Second,71,6.9,63
1819,36,0091,Grade Level,Third,64,6.2,63
1819,36,0091,Grade Level,Fourth,91,8.8,63
1819,36,0091,Grade Level,Fifth,88,8.5,63
1819,36,0091,Grade Level,Sixth,191,18.5,63
1819,36,0091,Grade Level,Seventh,209,20.2,63
1819,36,0091,Grade Level,Eighth,195,18.9,63
1819,36,0091,Homeless,Homeless,0,0.0,63
1819,36,0091,Migrant,Migrant,0,0.0,63
1819,36,0091,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,63
1819,36,0091,Race/Ethnicity,Asian,0,0.0,63
1819,36,0091,Race/Ethnicity,Black/African American,40,3.9,63
1819,36,0091,Race/Ethnicity,Hispanic,265,25.7,63
1819,36,0091,Race/Ethnicity,Multiracial,18,1.7,63
1819,36,0091,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,63
1819,36,0091,Race/Ethnicity,White,706,68.3,63
1819,36,0091,Students with Disabilities,Students with Disabilities,128,12.4,63
1819,36,0091,Total,Total Students,1033,100.0,63
1819,36,0093,Economically Disadvantaged,Economically Disadvantaged,884,85.9,66
1819,36,0093,English Language Learners,English Language Learners,138,13.4,66
1819,36,0093,Gender,Female,469,45.6,66
1819,36,0093,Gender,Male,560,54.4,66
1819,36,0093,Grade Level,PK,14,1.4,66
1819,36,0093,Grade Level,KG,171,16.6,66
1819,36,0093,Grade Level,First,153,14.9,66
1819,36,0093,Grade Level,Second,176,17.1,66
1819,36,0093,Grade Level,Third,172,16.7,66
1819,36,0093,Grade Level,Fourth,152,14.8,66
1819,36,0093,Grade Level,Fifth,191,18.6,66
1819,36,0093,Homeless,Homeless,19,1.8,66
1819,36,0093,Migrant,Migrant,0,0.0,66
1819,36,0093,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,66
1819,36,0093,Race/Ethnicity,Asian,0,0.0,66
1819,36,0093,Race/Ethnicity,Black/African American,112,10.9,66
1819,36,0093,Race/Ethnicity,Hispanic,403,39.2,66
1819,36,0093,Race/Ethnicity,Multiracial,36,3.5,66
1819,36,0093,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,66
1819,36,0093,Race/Ethnicity,White,469,45.6,66
1819,36,0093,Students with Disabilities,Students with Disabilities,144,14.0,66
1819,36,0093,Total,Total Students,1029,100.0,66
1819,36,0121,Economically Disadvantaged,Economically Disadvantaged,514,100.0,33
1819,36,0121,English Language Learners,English Language Learners,274,53.3,33
1819,36,0121,Gender,Female,245,47.7,33
1819,36,0121,Gender,Male,269,52.3,33
1819,36,0121,Grade Level,PK,106,20.6,33
1819,36,0121,Grade Level,KG,71,13.8,33
1819,36,0121,Grade Level,First,71,13.8,33
1819,36,0121,Grade Level,Second,71,13.8,33
1819,36,0121,Grade Level,Third,63,12.3,33
1819,36,0121,Grade Level,Fourth,65,12.6,33
1819,36,0121,Grade Level,Fifth,67,13.0,33
1819,36,0121,Homeless,Homeless,0,0.0,33
1819,36,0121,Migrant,Migrant,0,0.0,33
1819,36,0121,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,33
1819,36,0121,Race/Ethnicity,Asian,0,0.0,33
1819,36,0121,Race/Ethnicity,Black/African American,0,0.0,33
1819,36,0121,Race/Ethnicity,Hispanic,476,92.6,33
1819,36,0121,Race/Ethnicity,Multiracial,0,0.0,33
1819,36,0121,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,33
1819,36,0121,Race/Ethnicity,White,30,5.8,33
1819,36,0121,Students with Disabilities,Students with Disabilities,56,10.9,33
1819,36,0121,Total,Total Students,514,100.0,33
1819,36,0131,Economically Disadvantaged,Economically Disadvantaged,451,67.0,44
1819,36,0131,English Language Learners,English Language Learners,29,4.3,44
1819,36,0131,Gender,Female,333,49.5,44
1819,36,0131,Gender,Male,340,50.5,44
1819,36,0131,Grade Level,PK,1,0.1,44
1819,36,0131,Grade Level,KG,111,16.5,44
1819,36,0131,Grade Level,First,111,16.5,44
1819,36,0131,Grade Level,Second,98,14.6,44
1819,36,0131,Grade Level,Third,94,14.0,44
1819,36,0131,Grade Level,Fourth,111,16.5,44
1819,36,0131,Grade Level,Fifth,147,21.8,44
1819,36,0131,Homeless,Homeless,0,0.0,44
1819,36,0131,Migrant,Migrant,0,0.0,44
1819,36,0131,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,44
1819,36,0131,Race/Ethnicity,Asian,12,1.8,44
1819,36,0131,Race/Ethnicity,Black/African American,22,3.3,44
1819,36,0131,Race/Ethnicity,Hispanic,193,28.7,44
1819,36,0131,Race/Ethnicity,Multiracial,39,5.8,44
1819,36,0131,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,44
1819,36,0131,Race/Ethnicity,White,400,59.4,44
1819,36,0131,Students with Disabilities,Students with Disabilities,78,11.6,44
1819,36,0131,Total,Total Students,673,100.0,44
1819,36,0133,Economically Disadvantaged,Economically Disadvantaged,753,69.0,60
1819,36,0133,English Language Learners,English Language Learners,60,5.5,60
1819,36,0133,Gender,Female,531,48.6,60
1819,36,0133,Gender,Male,561,51.4,60
1819,36,0133,Grade Level,Sixth,367,33.6,60
1819,36,0133,Grade Level,Seventh,348,31.9,60
1819,36,0133,Grade Level,Eighth,377,34.5,60
1819,36,0133,Homeless,Homeless,0,0.0,60
1819,36,0133,Migrant,Migrant,0,0.0,60
1819,36,0133,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,60
1819,36,0133,Race/Ethnicity,Asian,18,1.6,60
1819,36,0133,Race/Ethnicity,Black/African American,52,4.8,60
1819,36,0133,Race/Ethnicity,Hispanic,444,40.7,60
1819,36,0133,Race/Ethnicity,Multiracial,41,3.8,60
1819,36,0133,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,60
1819,36,0133,Race/Ethnicity,White,533,48.8,60
1819,36,0133,Students with Disabilities,Students with Disabilities,139,12.7,60
1819,36,0133,Total,Total Students,1092,100.0,60
1819,36,0141,Economically Disadvantaged,Economically Disadvantaged,521,57.9,50
1819,36,0141,English Language Learners,English Language Learners,51,5.7,50
1819,36,0141,Gender,Female,516,57.3,50
1819,36,0141,Gender,Male,384,42.7,50
1819,36,0141,Grade Level,Sixth,308,34.2,50
1819,36,0141,Grade Level,Seventh,308,34.2,50
1819,36,0141,Grade Level,Eighth,284,31.6,50
1819,36,0141,Homeless,Homeless,0,0.0,50
1819,36,0141,Migrant,Migrant,0,0.0,50
1819,36,0141,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,50
1819,36,0141,Race/Ethnicity,Asian,26,2.9,50
1819,36,0141,Race/Ethnicity,Black/African American,91,10.1,50
1819,36,0141,Race/Ethnicity,Hispanic,286,31.8,50
1819,36,0141,Race/Ethnicity,Multiracial,28,3.1,50
1819,36,0141,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,50
1819,36,0141,Race/Ethnicity,White,467,51.9,50
1819,36,0141,Students with Disabilities,Students with Disabilities,102,11.3,50
1819,36,0141,Total,Total Students,900,100.0,50
1819,36,0152,Economically Disadvantaged,Economically Disadvantaged,62,100.0,10
1819,36,0152,English Language Learners,English Language Learners,14,22.6,10
1819,36,0152,Gender,Female,62,100.0,10
1819,36,0152,Grade Level,Eighth,6,9.7,10
1819,36,0152,Grade Level,Ninth,2,3.2,10
1819,36,0152,Grade Level,Tenth,5,8.1,10
1819,36,0152,Grade Level,Eleventh,22,35.5,10
1819,36,0152,Grade Level,Twelfth,27,43.5,10
1819,36,0152,Homeless,Homeless,0,0.0,10
1819,36,0152,Migrant,Migrant,0,0.0,10
1819,36,0152,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,10
1819,36,0152,Race/Ethnicity,Asian,0,0.0,10
1819,36,0152,Race/Ethnicity,Black/African American,0,0.0,10
1819,36,0152,Race/Ethnicity,Hispanic,43,69.4,10
1819,36,0152,Race/Ethnicity,Multiracial,0,0.0,10
1819,36,0152,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,10
1819,36,0152,Race/Ethnicity,White,0,0.0,10
1819,36,0152,Students with Disabilities,Students with Disabilities,10,16.1,10
1819,36,0152,Total,Total Students,62,100.0,10
1819,36,0161,Economically Disadvantaged,Economically Disadvantaged,876,86.1,64
1819,36,0161,English Language Learners,English Language Learners,104,10.2,64
1819,36,0161,Gender,Female,490,48.1,64
1819,36,0161,Gender,Male,528,51.9,64
1819,36,0161,Grade Level,Sixth,353,34.7,64
1819,36,0161,Grade Level,Seventh,336,33.0,64
1819,36,0161,Grade Level,Eighth,329,32.3,64
1819,36,0161,Homeless,Homeless,0,0.0,64
1819,36,0161,Migrant,Migrant,0,0.0,64
1819,36,0161,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,64
1819,36,0161,Race/Ethnicity,Asian,41,4.0,64
1819,36,0161,Race/Ethnicity,Black/African American,363,35.7,64
1819,36,0161,Race/Ethnicity,Hispanic,317,31.1,64
1819,36,0161,Race/Ethnicity,Multiracial,31,3.0,64
1819,36,0161,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,64
1819,36,0161,Race/Ethnicity,White,264,25.9,64
1819,36,0161,Students with Disabilities,Students with Disabilities,154,15.1,64
1819,36,0161,Total,Total Students,1018,100.0,64
1819,36,0162,Economically Disadvantaged,Economically Disadvantaged,742,100.0,55
1819,36,0162,English Language Learners,English Language Learners,113,15.2,55
1819,36,0162,Gender,Female,340,45.8,55
1819,36,0162,Gender,Male,402,54.2,55
1819,36,0162,Grade Level,PK,18,2.4,55
1819,36,0162,Grade Level,KG,126,17.0,55
1819,36,0162,Grade Level,First,132,17.8,55
1819,36,0162,Grade Level,Second,104,14.0,55
1819,36,0162,Grade Level,Third,152,20.5,55
1819,36,0162,Grade Level,Fourth,94,12.7,55
1819,36,0162,Grade Level,Fifth,116,15.6,55
1819,36,0162,Homeless,Homeless,26,3.5,55
1819,36,0162,Migrant,Migrant,0,0.0,55
1819,36,0162,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,55
1819,36,0162,Race/Ethnicity,Asian,16,2.2,55
1819,36,0162,Race/Ethnicity,Black/African American,317,42.7,55
1819,36,0162,Race/Ethnicity,Hispanic,290,39.1,55
1819,36,0162,Race/Ethnicity,Multiracial,29,3.9,55
1819,36,0162,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,55
1819,36,0162,Race/Ethnicity,White,88,11.9,55
1819,36,0162,Students with Disabilities,Students with Disabilities,118,15.9,55
1819,36,0162,Total,Total Students,742,100.0,55
1819,36,0181,Economically Disadvantaged,Economically Disadvantaged,583,100.0,45
1819,36,0181,English Language Learners,English Language Learners,175,30.0,45
1819,36,0181,Gender,Female,298,51.1,45
1819,36,0181,Gender,Male,285,48.9,45
1819,36,0181,Grade Level,PK,42,7.2,45
1819,36,0181,Grade Level,KG,95,16.3,45
1819,36,0181,Grade Level,First,108,18.5,45
1819,36,0181,Grade Level,Second,77,13.2,45
1819,36,0181,Grade Level,Third,80,13.7,45
1819,36,0181,Grade Level,Fourth,85,14.6,45
1819,36,0181,Grade Level,Fifth,96,16.5,45
1819,36,0181,Homeless,Homeless,16,2.7,45
1819,36,0181,Migrant,Migrant,0,0.0,45
1819,36,0181,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,45
1819,36,0181,Race/Ethnicity,Asian,0,0.0,45
1819,36,0181,Race/Ethnicity,Black/African American,162,27.8,45
1819,36,0181,Race/Ethnicity,Hispanic,347,59.5,45
1819,36,0181,Race/Ethnicity,Multiracial,12,2.1,45
1819,36,0181,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,45
1819,36,0181,Race/Ethnicity,White,57,9.8,45
1819,36,0181,Students with Disabilities,Students with Disabilities,86,14.8,45
1819,36,0181,Total,Total Students,583,100.0,45
1819,36,0191,Economically Disadvantaged,Economically Disadvantaged,275,79.5,27
1819,36,0191,English Language Learners,English Language Learners,0,0.0,27
1819,36,0191,Gender,Female,177,51.2,27
1819,36,0191,Gender,Male,169,48.8,27
1819,36,0191,Grade Level,KG,50,14.5,27
1819,36,0191,Grade Level,First,53,15.3,27
1819,36,0191,Grade Level,Second,53,15.3,27
1819,36,0191,Grade Level,Third,63,18.2,27
1819,36,0191,Grade Level,Fourth,61,17.6,27
1819,36,0191,Grade Level,Fifth,66,19.1,27
1819,36,0191,Homeless,Homeless,0,0.0,27
1819,36,0191,Migrant,Migrant,0,0.0,27
1819,36,0191,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,27
1819,36,0191,Race/Ethnicity,Asian,0,0.0,27
1819,36,0191,Race/Ethnicity,Black/African American,121,35.0,27
1819,36,0191,Race/Ethnicity,Hispanic,46,13.3,27
1819,36,0191,Race/Ethnicity,Multiracial,14,4.0,27
1819,36,0191,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,27
1819,36,0191,Race/Ethnicity,White,158,45.7,27
1819,36,0191,Students with Disabilities,Students with Disabilities,24,6.9,27
1819,36,0191,Total,Total Students,346,100.0,27
1819,36,0201,Economically Disadvantaged,Economically Disadvantaged,89,82.4,9
1819,36,0201,English Language Learners,English Language Learners,0,0.0,9
1819,36,0201,Gender,Female,53,49.1,9
1819,36,0201,Gender,Male,55,50.9,9
1819,36,0201,Grade Level,KG,17,15.7,9
1819,36,0201,Grade Level,First,18,16.7,9
1819,36,0201,Grade Level,Second,18,16.7,9
1819,36,0201,Grade Level,Third,15,13.9,9
1819,36,0201,Grade Level,Fourth,18,16.7,9
1819,36,0201,Grade Level,Fifth,22,20.4,9
1819,36,0201,Homeless,Homeless,0,0.0,9
1819,36,0201,Migrant,Migrant,0,0.0,9
1819,36,0201,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,9
1819,36,0201,Race/Ethnicity,Asian,0,0.0,9
1819,36,0201,Race/Ethnicity,Black/African American,0,0.0,9
1819,36,0201,Race/Ethnicity,Hispanic,18,16.7,9
1819,36,0201,Race/Ethnicity,Multiracial,0,0.0,9
1819,36,0201,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,9
1819,36,0201,Race/Ethnicity,White,80,74.1,9
1819,36,0201,Students with Disabilities,Students with Disabilities,11,10.2,9
1819,36,0201,Total,Total Students,108,100.0,9
1819,36,0211,Economically Disadvantaged,Economically Disadvantaged,618,100.0,31
1819,36,0211,English Language Learners,English Language Learners,105,17.0,31
1819,36,0211,Gender,Female,275,44.5,31
1819,36,0211,Gender,Male,343,55.5,31
1819,36,0211,Grade Level,Sixth,199,32.2,31
1819,36,0211,Grade Level,Seventh,231,37.4,31
1819,36,0211,Grade Level,Eighth,188,30.4,31
1819,36,0211,Homeless,Homeless,28,4.5,31
1819,36,0211,Migrant,Migrant,0,0.0,31
1819,36,0211,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,31
1819,36,0211,Race/Ethnicity,Asian,0,0.0,31
1819,36,0211,Race/Ethnicity,Black/African American,323,52.3,31
1819,36,0211,Race/Ethnicity,Hispanic,215,34.8,31
1819,36,0211,Race/Ethnicity,Multiracial,12,1.9,31
1819,36,0211,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,31
1819,36,0211,Race/Ethnicity,White,65,10.5,31
1819,36,0211,Students with Disabilities,Students with Disabilities,86,13.9,31
1819,36,0211,Total,Total Students,618,100.0,31
1819,36,0221,Economically Disadvantaged,Economically Disadvantaged,832,42.8,98
1819,36,0221,English Language Learners,English Language Learners,33,1.7,98
1819,36,0221,Gender,Female,983,50.6,98
1819,36,0221,Gender,Male,961,49.4,98
1819,36,0221,Grade Level,Ninth,457,23.5,98
1819,36,0221,Grade Level,Tenth,489,25.2,98
1819,36,0221,Grade Level,Eleventh,538,27.7,98
1819,36,0221,Grade Level,Twelfth,460,23.7,98
1819,36,0221,Homeless,Homeless,13,0.7,98
1819,36,0221,Migrant,Migrant,0,0.0,98
1819,36,0221,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,98
1819,36,0221,Race/Ethnicity,Asian,104,5.3,98
1819,36,0221,Race/Ethnicity,Black/African American,365,18.8,98
1819,36,0221,Race/Ethnicity,Hispanic,320,16.5,98
1819,36,0221,Race/Ethnicity,Multiracial,43,2.2,98
1819,36,0221,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,98
1819,36,0221,Race/Ethnicity,White,1108,57.0,98
1819,36,0221,Students with Disabilities,Students with Disabilities,193,9.9,98
1819,36,0221,Total,Total Students,1944,100.0,98
1819,36,0231,Economically Disadvantaged,Economically Disadvantaged,982,100.0,63
1819,36,0231,English Language Learners,English Language Learners,217,22.1,63
1819,36,0231,Gender,Female,481,49.0,63
1819,36,0231,Gender,Male,501,51.0,63
1819,36,0231,Grade Level,PK,74,7.5,63
1819,36,0231,Grade Level,KG,144,14.7,63
1819,36,0231,Grade Level,First,144,14.7,63
1819,36,0231,Grade Level,Second,142,14.5,63
1819,36,0231,Grade Level,Third,174,17.7,63
1819,36,0231,Grade Level,Fourth,160,16.3,63
1819,36,0231,Grade Level,Fifth,144,14.7,63
1819,36,0231,Homeless,Homeless,0,0.0,63
1819,36,0231,Migrant,Migrant,0,0.0,63
1819,36,0231,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,63
1819,36,0231,Race/Ethnicity,Asian,0,0.0,63
1819,36,0231,Race/Ethnicity,Black/African American,173,17.6,63
1819,36,0231,Race/Ethnicity,Hispanic,614,62.5,63
1819,36,0231,Race/Ethnicity,Multiracial,25,2.5,63
1819,36,0231,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,63
1819,36,0231,Race/Ethnicity,White,163,16.6,63
1819,36,0231,Students with Disabilities,Students with Disabilities,109,11.1,63
1819,36,0231,Total,Total Students,982,100.0,63
1819,36,0241,Economically Disadvantaged,Economically Disadvantaged,1864,81.4,121
1819,36,0241,English Language Learners,English Language Learners,149,6.5,121
1819,36,0241,Gender,Female,1187,51.8,121
1819,36,0241,Gender,Male,1104,48.2,121
1819,36,0241,Grade Level,Ninth,586,25.6,121
1819,36,0241,Grade Level,Tenth,606,26.5,121
1819,36,0241,Grade Level,Eleventh,634,27.7,121
1819,36,0241,Grade Level,Twelfth,465,20.3,121
1819,36,0241,Homeless,Homeless,0,0.0,121
1819,36,0241,Migrant,Migrant,0,0.0,121
1819,36,0241,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,121
1819,36,0241,Race/Ethnicity,Asian,38,1.7,121
1819,36,0241,Race/Ethnicity,Black/African American,699,30.5,121
1819,36,0241,Race/Ethnicity,Hispanic,1158,50.5,121
1819,36,0241,Race/Ethnicity,Multiracial,43,1.9,121
1819,36,0241,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,121
1819,36,0241,Race/Ethnicity,White,343,15.0,121
1819,36,0241,Students with Disabilities,Students with Disabilities,258,11.3,121
1819,36,0241,Total,Total Students,2291,100.0,121
1819,36,0242,Economically Disadvantaged,Economically Disadvantaged,1172,87.1,78
1819,36,0242,English Language Learners,English Language Learners,128,9.5,78
1819,36,0242,Gender,Female,680,50.6,78
1819,36,0242,Gender,Male,665,49.4,78
1819,36,0242,Grade Level,Sixth,482,35.8,78
1819,36,0242,Grade Level,Seventh,446,33.2,78
1819,36,0242,Grade Level,Eighth,417,31.0,78
1819,36,0242,Homeless,Homeless,0,0.0,78
1819,36,0242,Migrant,Migrant,0,0.0,78
1819,36,0242,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,78
1819,36,0242,Race/Ethnicity,Asian,21,1.6,78
1819,36,0242,Race/Ethnicity,Black/African American,312,23.2,78
1819,36,0242,Race/Ethnicity,Hispanic,702,52.2,78
1819,36,0242,Race/Ethnicity,Multiracial,35,2.6,78
1819,36,0242,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,78
1819,36,0242,Race/Ethnicity,White,273,20.3,78
1819,36,0242,Students with Disabilities,Students with Disabilities,182,13.5,78
1819,36,0242,Total,Total Students,1345,100.0,78
1819,36,0251,Economically Disadvantaged,Economically Disadvantaged,467,100.0,30
1819,36,0251,English Language Learners,English Language Learners,42,9.0,30
1819,36,0251,Gender,Female,217,46.5,30
1819,36,0251,Gender,Male,250,53.5,30
1819,36,0251,Grade Level,PK,36,7.7,30
1819,36,0251,Grade Level,KG,92,19.7,30
1819,36,0251,Grade Level,First,85,18.2,30
1819,36,0251,Grade Level,Second,63,13.5,30
1819,36,0251,Grade Level,Third,72,15.4,30
1819,36,0251,Grade Level,Fourth,53,11.3,30
1819,36,0251,Grade Level,Fifth,66,14.1,30
1819,36,0251,Homeless,Homeless,13,2.8,30
1819,36,0251,Migrant,Migrant,0,0.0,30
1819,36,0251,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,30
1819,36,0251,Race/Ethnicity,Asian,0,0.0,30
1819,36,0251,Race/Ethnicity,Black/African American,343,73.4,30
1819,36,0251,Race/Ethnicity,Hispanic,79,16.9,30
1819,36,0251,Race/Ethnicity,Multiracial,20,4.3,30
1819,36,0251,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,30
1819,36,0251,Race/Ethnicity,White,23,4.9,30
1819,36,0251,Students with Disabilities,Students with Disabilities,44,9.4,30
1819,36,0251,Total,Total Students,467,100.0,30
1819,36,0261,Economically Disadvantaged,Economically Disadvantaged,442,100.0,33
1819,36,0261,English Language Learners,English Language Learners,71,16.1,33
1819,36,0261,Gender,Female,210,47.5,33
1819,36,0261,Gender,Male,232,52.5,33
1819,36,0261,Grade Level,PK,81,18.3,33
1819,36,0261,Grade Level,KG,73,16.5,33
1819,36,0261,Grade Level,First,73,16.5,33
1819,36,0261,Grade Level,Second,47,10.6,33
1819,36,0261,Grade Level,Third,59,13.3,33
1819,36,0261,Grade Level,Fourth,42,9.5,33
1819,36,0261,Grade Level,Fifth,67,15.2,33
1819,36,0261,Homeless,Homeless,0,0.0,33
1819,36,0261,Migrant,Migrant,0,0.0,33
1819,36,0261,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,33
1819,36,0261,Race/Ethnicity,Asian,0,0.0,33
1819,36,0261,Race/Ethnicity,Black/African American,39,8.8,33
1819,36,0261,Race/Ethnicity,Hispanic,173,39.1,33
1819,36,0261,Race/Ethnicity,Multiracial,18,4.1,33
1819,36,0261,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,33
1819,36,0261,Race/Ethnicity,White,206,46.6,33
1819,36,0261,Students with Disabilities,Students with Disabilities,80,18.1,33
1819,36,0261,Total,Total Students,442,100.0,33
