y,d,s,g,c,ec,Enroll_Rate,Teacher_Count
1819,50,0000,Gender,Female,94569,48.7,12497
1819,50,0000,Gender,Male,99617,51.3,12497
1819,50,0000,Grade Level,PK,3981,2.1,12497
1819,50,0000,Grade Level,KG,13513,7.0,12497
1819,50,0000,Grade Level,First,13868,7.1,12497
1819,50,0000,Grade Level,Second,13957,7.2,12497
1819,50,0000,Grade Level,Third,15130,7.8,12497
1819,50,0000,Grade Level,Fourth,14496,7.5,12497
1819,50,0000,Grade Level,Fifth,15146,7.8,12497
1819,50,0000,Grade Level,Sixth,14832,7.6,12497
1819,50,0000,Grade Level,Seventh,15121,7.8,12497
1819,50,0000,Grade Level,Eighth,14566,7.5,12497
1819,50,0000,Grade Level,Ninth,14707,7.6,12497
1819,50,0000,Grade Level,Tenth,14890,7.7,12497
1819,50,0000,Grade Level,Eleventh,14649,7.5,12497
1819,50,0000,Grade Level,Twelfth,15330,7.9,12497
1819,50,0000,Homeless,Homeless,2027,1.0,12497
1819,50,0000,Migrant,Migrant,2164,1.1,12497
1819,50,0000,Race/Ethnicity,American Indian/Alaskan Native,1567,0.8,12497
1819,50,0000,Race/Ethnicity,Asian,6022,3.1,12497
1819,50,0000,Race/Ethnicity,Black/African American,54490,28.1,12497
1819,50,0000,Race/Ethnicity,Hispanic,67531,34.8,12497
1819,50,0000,Race/Ethnicity,Multiracial,5553,2.9,12497
1819,50,0000,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,244,0.1,12497
1819,50,0000,Race/Ethnicity,White,58779,30.3,12497
1819,50,0000,Students with Disabilities,Students with Disabilities,30712,15.8,12497
1819,50,0000,Total,Total Students,194186,100.0,12497
1819,50,0011,Economically Disadvantaged,Economically Disadvantaged,516,64.3,61
1819,50,0011,English Language Learners,English Language Learners,93,11.6,61
1819,50,0011,Gender,Female,352,43.9,61
1819,50,0011,Gender,Male,450,56.1,61
1819,50,0011,Grade Level,PK,9,1.1,61
1819,50,0011,Grade Level,KG,112,14.0,61
1819,50,0011,Grade Level,First,102,12.7,61
1819,50,0011,Grade Level,Second,101,12.6,61
1819,50,0011,Grade Level,Third,143,17.8,61
1819,50,0011,Grade Level,Fourth,109,13.6,61
1819,50,0011,Grade Level,Fifth,130,16.2,61
1819,50,0011,Grade Level,Sixth,35,4.4,61
1819,50,0011,Grade Level,Seventh,61,7.6,61
1819,50,0011,Homeless,Homeless,0,0.0,61
1819,50,0011,Migrant,Migrant,0,0.0,61
1819,50,0011,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,61
1819,50,0011,Race/Ethnicity,Asian,36,4.5,61
1819,50,0011,Race/Ethnicity,Black/African American,316,39.4,61
1819,50,0011,Race/Ethnicity,Hispanic,212,26.4,61
1819,50,0011,Race/Ethnicity,Multiracial,30,3.7,61
1819,50,0011,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,61
1819,50,0011,Race/Ethnicity,White,204,25.4,61
1819,50,0011,Students with Disabilities,Students with Disabilities,190,23.7,61
1819,50,0011,Total,Total Students,802,100.0,61
1819,50,0012,Economically Disadvantaged,Economically Disadvantaged,611,93.7,43
1819,50,0012,English Language Learners,English Language Learners,247,37.9,43
1819,50,0012,Gender,Female,330,50.6,43
1819,50,0012,Gender,Male,322,49.4,43
1819,50,0012,Grade Level,PK,54,8.3,43
1819,50,0012,Grade Level,KG,113,17.3,43
1819,50,0012,Grade Level,First,106,16.3,43
1819,50,0012,Grade Level,Second,85,13.0,43
1819,50,0012,Grade Level,Third,108,16.6,43
1819,50,0012,Grade Level,Fourth,94,14.4,43
1819,50,0012,Grade Level,Fifth,92,14.1,43
1819,50,0012,Homeless,Homeless,11,1.7,43
1819,50,0012,Migrant,Migrant,11,1.7,43
1819,50,0012,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,43
1819,50,0012,Race/Ethnicity,Asian,10,1.5,43
1819,50,0012,Race/Ethnicity,Black/African American,350,53.7,43
1819,50,0012,Race/Ethnicity,Hispanic,199,30.5,43
1819,50,0012,Race/Ethnicity,Multiracial,11,1.7,43
1819,50,0012,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,43
1819,50,0012,Race/Ethnicity,White,76,11.7,43
1819,50,0012,Students with Disabilities,Students with Disabilities,101,15.5,43
1819,50,0012,Total,Total Students,652,100.0,43
1819,50,0021,Economically Disadvantaged,Economically Disadvantaged,1232,88.4,80
1819,50,0021,English Language Learners,English Language Learners,178,12.8,80
1819,50,0021,Gender,Female,662,47.5,80
1819,50,0021,Gender,Male,732,52.5,80
1819,50,0021,Grade Level,Sixth,463,33.2,80
1819,50,0021,Grade Level,Seventh,478,34.3,80
1819,50,0021,Grade Level,Eighth,453,32.5,80
1819,50,0021,Homeless,Homeless,22,1.6,80
1819,50,0021,Migrant,Migrant,10,0.7,80
1819,50,0021,Race/Ethnicity,American Indian/Alaskan Native,12,0.9,80
1819,50,0021,Race/Ethnicity,Asian,29,2.1,80
1819,50,0021,Race/Ethnicity,Black/African American,248,17.8,80
1819,50,0021,Race/Ethnicity,Hispanic,986,70.7,80
1819,50,0021,Race/Ethnicity,Multiracial,23,1.6,80
1819,50,0021,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,80
1819,50,0021,Race/Ethnicity,White,93,6.7,80
1819,50,0021,Students with Disabilities,Students with Disabilities,253,18.1,80
1819,50,0021,Total,Total Students,1394,100.0,80
1819,50,0031,Economically Disadvantaged,Economically Disadvantaged,157,19.2,54
1819,50,0031,English Language Learners,English Language Learners,36,4.4,54
1819,50,0031,Gender,Female,397,48.5,54
1819,50,0031,Gender,Male,422,51.5,54
1819,50,0031,Grade Level,KG,108,13.2,54
1819,50,0031,Grade Level,First,126,15.4,54
1819,50,0031,Grade Level,Second,137,16.7,54
1819,50,0031,Grade Level,Third,155,18.9,54
1819,50,0031,Grade Level,Fourth,134,16.4,54
1819,50,0031,Grade Level,Fifth,159,19.4,54
1819,50,0031,Homeless,Homeless,0,0.0,54
1819,50,0031,Migrant,Migrant,0,0.0,54
1819,50,0031,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,54
1819,50,0031,Race/Ethnicity,Asian,55,6.7,54
1819,50,0031,Race/Ethnicity,Black/African American,22,2.7,54
1819,50,0031,Race/Ethnicity,Hispanic,191,23.3,54
1819,50,0031,Race/Ethnicity,Multiracial,26,3.2,54
1819,50,0031,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,54
1819,50,0031,Race/Ethnicity,White,519,63.4,54
1819,50,0031,Students with Disabilities,Students with Disabilities,80,9.8,54
1819,50,0031,Total,Total Students,819,100.0,54
1819,50,0051,Economically Disadvantaged,Economically Disadvantaged,619,68.9,61
1819,50,0051,English Language Learners,English Language Learners,159,17.7,61
1819,50,0051,Gender,Female,440,49.0,61
1819,50,0051,Gender,Male,458,51.0,61
1819,50,0051,Grade Level,PK,1,0.1,61
1819,50,0051,Grade Level,KG,128,14.3,61
1819,50,0051,Grade Level,First,140,15.6,61
1819,50,0051,Grade Level,Second,162,18.0,61
1819,50,0051,Grade Level,Third,145,16.1,61
1819,50,0051,Grade Level,Fourth,152,16.9,61
1819,50,0051,Grade Level,Fifth,170,18.9,61
1819,50,0051,Homeless,Homeless,0,0.0,61
1819,50,0051,Migrant,Migrant,0,0.0,61
1819,50,0051,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,61
1819,50,0051,Race/Ethnicity,Asian,44,4.9,61
1819,50,0051,Race/Ethnicity,Black/African American,296,33.0,61
1819,50,0051,Race/Ethnicity,Hispanic,410,45.7,61
1819,50,0051,Race/Ethnicity,Multiracial,25,2.8,61
1819,50,0051,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,61
1819,50,0051,Race/Ethnicity,White,112,12.5,61
1819,50,0051,Students with Disabilities,Students with Disabilities,89,9.9,61
1819,50,0051,Total,Total Students,898,100.0,61
1819,50,0061,Economically Disadvantaged,Economically Disadvantaged,366,38.7,55
1819,50,0061,English Language Learners,English Language Learners,45,4.8,55
1819,50,0061,Gender,Female,467,49.4,55
1819,50,0061,Gender,Male,479,50.6,55
1819,50,0061,Grade Level,PK,3,0.3,55
1819,50,0061,Grade Level,KG,131,13.8,55
1819,50,0061,Grade Level,First,166,17.5,55
1819,50,0061,Grade Level,Second,145,15.3,55
1819,50,0061,Grade Level,Third,135,14.3,55
1819,50,0061,Grade Level,Fourth,176,18.6,55
1819,50,0061,Grade Level,Fifth,190,20.1,55
1819,50,0061,Homeless,Homeless,0,0.0,55
1819,50,0061,Migrant,Migrant,0,0.0,55
1819,50,0061,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,55
1819,50,0061,Race/Ethnicity,Asian,84,8.9,55
1819,50,0061,Race/Ethnicity,Black/African American,232,24.5,55
1819,50,0061,Race/Ethnicity,Hispanic,207,21.9,55
1819,50,0061,Race/Ethnicity,Multiracial,54,5.7,55
1819,50,0061,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,55
1819,50,0061,Race/Ethnicity,White,361,38.2,55
1819,50,0061,Students with Disabilities,Students with Disabilities,146,15.4,55
1819,50,0061,Total,Total Students,946,100.0,55
1819,50,0071,Economically Disadvantaged,Economically Disadvantaged,732,78.7,66
1819,50,0071,English Language Learners,English Language Learners,436,46.9,66
1819,50,0071,Gender,Female,443,47.6,66
1819,50,0071,Gender,Male,487,52.4,66
1819,50,0071,Grade Level,PK,6,0.6,66
1819,50,0071,Grade Level,KG,168,18.1,66
1819,50,0071,Grade Level,First,147,15.8,66
1819,50,0071,Grade Level,Second,128,13.8,66
1819,50,0071,Grade Level,Third,172,18.5,66
1819,50,0071,Grade Level,Fourth,151,16.2,66
1819,50,0071,Grade Level,Fifth,158,17.0,66
1819,50,0071,Homeless,Homeless,16,1.7,66
1819,50,0071,Migrant,Migrant,0,0.0,66
1819,50,0071,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,66
1819,50,0071,Race/Ethnicity,Asian,10,1.1,66
1819,50,0071,Race/Ethnicity,Black/African American,11,1.2,66
1819,50,0071,Race/Ethnicity,Hispanic,712,76.6,66
1819,50,0071,Race/Ethnicity,Multiracial,15,1.6,66
1819,50,0071,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,66
1819,50,0071,Race/Ethnicity,White,180,19.4,66
1819,50,0071,Students with Disabilities,Students with Disabilities,95,10.2,66
1819,50,0071,Total,Total Students,930,100.0,66
1819,50,0081,Economically Disadvantaged,Economically Disadvantaged,888,28.3,167
1819,50,0081,English Language Learners,English Language Learners,212,6.8,167
1819,50,0081,Gender,Female,1595,50.8,167
1819,50,0081,Gender,Male,1544,49.2,167
1819,50,0081,Grade Level,Ninth,806,25.7,167
1819,50,0081,Grade Level,Tenth,808,25.7,167
1819,50,0081,Grade Level,Eleventh,775,24.7,167
1819,50,0081,Grade Level,Twelfth,750,23.9,167
1819,50,0081,Homeless,Homeless,11,0.4,167
1819,50,0081,Migrant,Migrant,0,0.0,167
1819,50,0081,Race/Ethnicity,American Indian/Alaskan Native,17,0.5,167
1819,50,0081,Race/Ethnicity,Asian,70,2.2,167
1819,50,0081,Race/Ethnicity,Black/African American,126,4.0,167
1819,50,0081,Race/Ethnicity,Hispanic,817,26.0,167
1819,50,0081,Race/Ethnicity,Multiracial,86,2.7,167
1819,50,0081,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,167
1819,50,0081,Race/Ethnicity,White,2022,64.4,167
1819,50,0081,Students with Disabilities,Students with Disabilities,366,11.7,167
1819,50,0081,Total,Total Students,3139,100.0,167
1819,50,0101,Economically Disadvantaged,Economically Disadvantaged,369,51.3,63
1819,50,0101,English Language Learners,English Language Learners,62,8.6,63
1819,50,0101,Gender,Female,310,43.1,63
1819,50,0101,Gender,Male,409,56.9,63
1819,50,0101,Grade Level,PK,14,1.9,63
1819,50,0101,Grade Level,KG,111,15.4,63
1819,50,0101,Grade Level,First,136,18.9,63
1819,50,0101,Grade Level,Second,112,15.6,63
1819,50,0101,Grade Level,Third,112,15.6,63
1819,50,0101,Grade Level,Fourth,128,17.8,63
1819,50,0101,Grade Level,Fifth,106,14.7,63
1819,50,0101,Homeless,Homeless,0,0.0,63
1819,50,0101,Migrant,Migrant,0,0.0,63
1819,50,0101,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,63
1819,50,0101,Race/Ethnicity,Asian,58,8.1,63
1819,50,0101,Race/Ethnicity,Black/African American,186,25.9,63
1819,50,0101,Race/Ethnicity,Hispanic,152,21.1,63
1819,50,0101,Race/Ethnicity,Multiracial,36,5.0,63
1819,50,0101,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,63
1819,50,0101,Race/Ethnicity,White,282,39.2,63
1819,50,0101,Students with Disabilities,Students with Disabilities,228,31.7,63
1819,50,0101,Total,Total Students,719,100.0,63
1819,50,0111,Economically Disadvantaged,Economically Disadvantaged,381,52.7,46
1819,50,0111,English Language Learners,English Language Learners,59,8.2,46
1819,50,0111,Gender,Female,358,49.5,46
1819,50,0111,Gender,Male,365,50.5,46
1819,50,0111,Grade Level,PK,39,5.4,46
1819,50,0111,Grade Level,KG,102,14.1,46
1819,50,0111,Grade Level,First,95,13.1,46
1819,50,0111,Grade Level,Second,117,16.2,46
1819,50,0111,Grade Level,Third,124,17.2,46
1819,50,0111,Grade Level,Fourth,123,17.0,46
1819,50,0111,Grade Level,Fifth,123,17.0,46
1819,50,0111,Homeless,Homeless,0,0.0,46
1819,50,0111,Migrant,Migrant,0,0.0,46
1819,50,0111,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,46
1819,50,0111,Race/Ethnicity,Asian,68,9.4,46
1819,50,0111,Race/Ethnicity,Black/African American,158,21.9,46
1819,50,0111,Race/Ethnicity,Hispanic,141,19.5,46
1819,50,0111,Race/Ethnicity,Multiracial,40,5.5,46
1819,50,0111,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,46
1819,50,0111,Race/Ethnicity,White,313,43.3,46
1819,50,0111,Students with Disabilities,Students with Disabilities,95,13.1,46
1819,50,0111,Total,Total Students,723,100.0,46
1819,50,0121,Economically Disadvantaged,Economically Disadvantaged,785,86.1,59
1819,50,0121,English Language Learners,English Language Learners,84,9.2,59
1819,50,0121,Gender,Female,448,49.1,59
1819,50,0121,Gender,Male,464,50.9,59
1819,50,0121,Grade Level,Sixth,281,30.8,59
1819,50,0121,Grade Level,Seventh,316,34.6,59
1819,50,0121,Grade Level,Eighth,315,34.5,59
1819,50,0121,Homeless,Homeless,15,1.6,59
1819,50,0121,Migrant,Migrant,0,0.0,59
1819,50,0121,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,59
1819,50,0121,Race/Ethnicity,Asian,27,3.0,59
1819,50,0121,Race/Ethnicity,Black/African American,666,73.0,59
1819,50,0121,Race/Ethnicity,Hispanic,130,14.3,59
1819,50,0121,Race/Ethnicity,Multiracial,24,2.6,59
1819,50,0121,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,59
1819,50,0121,Race/Ethnicity,White,60,6.6,59
1819,50,0121,Students with Disabilities,Students with Disabilities,208,22.8,59
1819,50,0121,Total,Total Students,912,100.0,59
1819,50,0131,Economically Disadvantaged,Economically Disadvantaged,552,58.2,62
1819,50,0131,English Language Learners,English Language Learners,102,10.8,62
1819,50,0131,Gender,Female,500,52.7,62
1819,50,0131,Gender,Male,448,47.3,62
1819,50,0131,Grade Level,PK,21,2.2,62
1819,50,0131,Grade Level,KG,114,12.0,62
1819,50,0131,Grade Level,First,142,15.0,62
1819,50,0131,Grade Level,Second,110,11.6,62
1819,50,0131,Grade Level,Third,128,13.5,62
1819,50,0131,Grade Level,Fourth,125,13.2,62
1819,50,0131,Grade Level,Fifth,111,11.7,62
1819,50,0131,Grade Level,Sixth,67,7.1,62
1819,50,0131,Grade Level,Seventh,77,8.1,62
1819,50,0131,Grade Level,Eighth,46,4.9,62
1819,50,0131,Grade Level,Ninth,7,0.7,62
1819,50,0131,Homeless,Homeless,0,0.0,62
1819,50,0131,Migrant,Migrant,0,0.0,62
1819,50,0131,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,62
1819,50,0131,Race/Ethnicity,Asian,16,1.7,62
1819,50,0131,Race/Ethnicity,Black/African American,340,35.9,62
1819,50,0131,Race/Ethnicity,Hispanic,202,21.3,62
1819,50,0131,Race/Ethnicity,Multiracial,38,4.0,62
1819,50,0131,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,62
1819,50,0131,Race/Ethnicity,White,351,37.0,62
1819,50,0131,Students with Disabilities,Students with Disabilities,130,13.7,62
1819,50,0131,Total,Total Students,948,100.0,62
1819,50,0141,Economically Disadvantaged,Economically Disadvantaged,339,90.2,30
1819,50,0141,English Language Learners,English Language Learners,86,22.9,30
1819,50,0141,Gender,Female,198,52.7,30
1819,50,0141,Gender,Male,178,47.3,30
1819,50,0141,Grade Level,PK,19,5.1,30
1819,50,0141,Grade Level,KG,57,15.2,30
1819,50,0141,Grade Level,First,59,15.7,30
1819,50,0141,Grade Level,Second,54,14.4,30
1819,50,0141,Grade Level,Third,69,18.4,30
1819,50,0141,Grade Level,Fourth,72,19.1,30
1819,50,0141,Grade Level,Fifth,46,12.2,30
1819,50,0141,Homeless,Homeless,0,0.0,30
1819,50,0141,Migrant,Migrant,0,0.0,30
1819,50,0141,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,30
1819,50,0141,Race/Ethnicity,Asian,0,0.0,30
1819,50,0141,Race/Ethnicity,Black/African American,321,85.4,30
1819,50,0141,Race/Ethnicity,Hispanic,27,7.2,30
1819,50,0141,Race/Ethnicity,Multiracial,11,2.9,30
1819,50,0141,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,30
1819,50,0141,Race/Ethnicity,White,15,4.0,30
1819,50,0141,Students with Disabilities,Students with Disabilities,50,13.3,30
1819,50,0141,Total,Total Students,376,100.0,30
1819,50,0151,Economically Disadvantaged,Economically Disadvantaged,532,33.4,85
1819,50,0151,English Language Learners,English Language Learners,0,0.0,85
1819,50,0151,Gender,Female,737,46.3,85
1819,50,0151,Gender,Male,854,53.7,85
1819,50,0151,Grade Level,Ninth,429,27.0,85
1819,50,0151,Grade Level,Tenth,397,25.0,85
1819,50,0151,Grade Level,Eleventh,401,25.2,85
1819,50,0151,Grade Level,Twelfth,364,22.9,85
1819,50,0151,Homeless,Homeless,0,0.0,85
1819,50,0151,Migrant,Migrant,0,0.0,85
1819,50,0151,Race/Ethnicity,American Indian/Alaskan Native,14,0.9,85
1819,50,0151,Race/Ethnicity,Asian,185,11.6,85
1819,50,0151,Race/Ethnicity,Black/African American,386,24.3,85
1819,50,0151,Race/Ethnicity,Hispanic,353,22.2,85
1819,50,0151,Race/Ethnicity,Multiracial,79,5.0,85
1819,50,0151,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,85
1819,50,0151,Race/Ethnicity,White,573,36.0,85
1819,50,0151,Students with Disabilities,Students with Disabilities,39,2.5,85
1819,50,0151,Total,Total Students,1591,100.0,85
1819,50,0191,Economically Disadvantaged,Economically Disadvantaged,319,94.1,21
1819,50,0191,English Language Learners,English Language Learners,0,0.0,21
1819,50,0191,Gender,Female,171,50.4,21
1819,50,0191,Gender,Male,168,49.6,21
1819,50,0191,Grade Level,PK,19,5.6,21
1819,50,0191,Grade Level,KG,51,15.0,21
1819,50,0191,Grade Level,First,51,15.0,21
1819,50,0191,Grade Level,Second,53,15.6,21
1819,50,0191,Grade Level,Third,58,17.1,21
1819,50,0191,Grade Level,Fourth,57,16.8,21
1819,50,0191,Grade Level,Fifth,50,14.7,21
1819,50,0191,Homeless,Homeless,0,0.0,21
1819,50,0191,Migrant,Migrant,0,0.0,21
1819,50,0191,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,21
1819,50,0191,Race/Ethnicity,Asian,0,0.0,21
1819,50,0191,Race/Ethnicity,Black/African American,308,90.9,21
1819,50,0191,Race/Ethnicity,Hispanic,19,5.6,21
1819,50,0191,Race/Ethnicity,Multiracial,0,0.0,21
1819,50,0191,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,21
1819,50,0191,Race/Ethnicity,White,0,0.0,21
1819,50,0191,Students with Disabilities,Students with Disabilities,40,11.8,21
1819,50,0191,Total,Total Students,339,100.0,21
1819,50,0201,Economically Disadvantaged,Economically Disadvantaged,738,93.7,44
1819,50,0201,English Language Learners,English Language Learners,129,16.4,44
1819,50,0201,Gender,Female,407,51.6,44
1819,50,0201,Gender,Male,381,48.4,44
1819,50,0201,Grade Level,Sixth,255,32.4,44
1819,50,0201,Grade Level,Seventh,289,36.7,44
1819,50,0201,Grade Level,Eighth,244,31.0,44
1819,50,0201,Homeless,Homeless,17,2.2,44
1819,50,0201,Migrant,Migrant,0,0.0,44
1819,50,0201,Race/Ethnicity,American Indian/Alaskan Native,11,1.4,44
1819,50,0201,Race/Ethnicity,Asian,12,1.5,44
1819,50,0201,Race/Ethnicity,Black/African American,585,74.2,44
1819,50,0201,Race/Ethnicity,Hispanic,140,17.8,44
1819,50,0201,Race/Ethnicity,Multiracial,11,1.4,44
1819,50,0201,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,44
1819,50,0201,Race/Ethnicity,White,29,3.7,44
1819,50,0201,Students with Disabilities,Students with Disabilities,142,18.0,44
1819,50,0201,Total,Total Students,788,100.0,44
1819,50,0211,Economically Disadvantaged,Economically Disadvantaged,407,92.7,32
1819,50,0211,English Language Learners,English Language Learners,42,9.6,32
1819,50,0211,Gender,Female,195,44.4,32
1819,50,0211,Gender,Male,244,55.6,32
1819,50,0211,Grade Level,PK,1,0.2,32
1819,50,0211,Grade Level,KG,58,13.2,32
1819,50,0211,Grade Level,First,63,14.4,32
1819,50,0211,Grade Level,Second,75,17.1,32
1819,50,0211,Grade Level,Third,100,22.8,32
1819,50,0211,Grade Level,Fourth,61,13.9,32
1819,50,0211,Grade Level,Fifth,81,18.5,32
1819,50,0211,Homeless,Homeless,13,3.0,32
1819,50,0211,Migrant,Migrant,0,0.0,32
1819,50,0211,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,32
1819,50,0211,Race/Ethnicity,Asian,0,0.0,32
1819,50,0211,Race/Ethnicity,Black/African American,370,84.3,32
1819,50,0211,Race/Ethnicity,Hispanic,42,9.6,32
1819,50,0211,Race/Ethnicity,Multiracial,0,0.0,32
1819,50,0211,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,32
1819,50,0211,Race/Ethnicity,White,14,3.2,32
1819,50,0211,Students with Disabilities,Students with Disabilities,83,18.9,32
1819,50,0211,Total,Total Students,439,100.0,32
1819,50,0271,Economically Disadvantaged,Economically Disadvantaged,531,93.2,39
1819,50,0271,English Language Learners,English Language Learners,216,37.9,39
1819,50,0271,Gender,Female,259,45.4,39
1819,50,0271,Gender,Male,311,54.6,39
1819,50,0271,Grade Level,PK,40,7.0,39
1819,50,0271,Grade Level,KG,75,13.2,39
1819,50,0271,Grade Level,First,87,15.3,39
1819,50,0271,Grade Level,Second,102,17.9,39
1819,50,0271,Grade Level,Third,89,15.6,39
1819,50,0271,Grade Level,Fourth,85,14.9,39
1819,50,0271,Grade Level,Fifth,92,16.1,39
1819,50,0271,Homeless,Homeless,35,6.1,39
1819,50,0271,Migrant,Migrant,19,3.3,39
1819,50,0271,Race/Ethnicity,American Indian/Alaskan Native,20,3.5,39
1819,50,0271,Race/Ethnicity,Asian,0,0.0,39
1819,50,0271,Race/Ethnicity,Black/African American,269,47.2,39
1819,50,0271,Race/Ethnicity,Hispanic,242,42.5,39
1819,50,0271,Race/Ethnicity,Multiracial,0,0.0,39
1819,50,0271,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,39
1819,50,0271,Race/Ethnicity,White,27,4.7,39
1819,50,0271,Students with Disabilities,Students with Disabilities,63,11.1,39
1819,50,0271,Total,Total Students,570,100.0,39
1819,50,0281,Economically Disadvantaged,Economically Disadvantaged,174,17.4,65
1819,50,0281,English Language Learners,English Language Learners,47,4.7,65
1819,50,0281,Gender,Female,502,50.1,65
1819,50,0281,Gender,Male,499,49.9,65
1819,50,0281,Grade Level,KG,167,16.7,65
1819,50,0281,Grade Level,First,125,12.5,65
1819,50,0281,Grade Level,Second,178,17.8,65
1819,50,0281,Grade Level,Third,179,17.9,65
1819,50,0281,Grade Level,Fourth,174,17.4,65
1819,50,0281,Grade Level,Fifth,178,17.8,65
1819,50,0281,Homeless,Homeless,0,0.0,65
1819,50,0281,Migrant,Migrant,0,0.0,65
1819,50,0281,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,65
1819,50,0281,Race/Ethnicity,Asian,47,4.7,65
1819,50,0281,Race/Ethnicity,Black/African American,78,7.8,65
1819,50,0281,Race/Ethnicity,Hispanic,192,19.2,65
1819,50,0281,Race/Ethnicity,Multiracial,43,4.3,65
1819,50,0281,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,65
1819,50,0281,Race/Ethnicity,White,633,63.2,65
1819,50,0281,Students with Disabilities,Students with Disabilities,153,15.3,65
1819,50,0281,Total,Total Students,1001,100.0,65
1819,50,0291,Economically Disadvantaged,Economically Disadvantaged,608,79.1,54
1819,50,0291,English Language Learners,English Language Learners,254,33.0,54
1819,50,0291,Gender,Female,408,53.1,54
1819,50,0291,Gender,Male,361,46.9,54
1819,50,0291,Grade Level,PK,113,14.7,54
1819,50,0291,Grade Level,KG,133,17.3,54
1819,50,0291,Grade Level,First,118,15.3,54
1819,50,0291,Grade Level,Second,104,13.5,54
1819,50,0291,Grade Level,Third,98,12.7,54
1819,50,0291,Grade Level,Fourth,97,12.6,54
1819,50,0291,Grade Level,Fifth,106,13.8,54
