y,d,s,g,c,ec,Enroll_Rate,Teacher_Count
1819,63,0000,Gender,Female,1162,49.3,166
1819,63,0000,Gender,Male,1194,50.7,166
1819,63,0000,Grade Level,PK,51,2.2,166
1819,63,0000,Grade Level,KG,220,9.3,166
1819,63,0000,Grade Level,First,199,8.4,166
1819,63,0000,Grade Level,Second,175,7.4,166
1819,63,0000,Grade Level,Third,168,7.1,166
1819,63,0000,Grade Level,Fourth,166,7.0,166
1819,63,0000,Grade Level,Fifth,186,7.9,166
1819,63,0000,Grade Level,Sixth,213,9.0,166
1819,63,0000,Grade Level,Seventh,181,7.7,166
1819,63,0000,Grade Level,Eighth,187,7.9,166
1819,63,0000,Grade Level,Ninth,180,7.6,166
1819,63,0000,Grade Level,Tenth,160,6.8,166
1819,63,0000,Grade Level,Eleventh,138,5.9,166
1819,63,0000,Grade Level,Twelfth,132,5.6,166
1819,63,0000,Homeless,Homeless,34,1.4,166
1819,63,0000,Migrant,Migrant,0,0.0,166
1819,63,0000,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,166
1819,63,0000,Race/Ethnicity,Asian,0,0.0,166
1819,63,0000,Race/Ethnicity,Black/African American,297,12.6,166
1819,63,0000,Race/Ethnicity,Hispanic,87,3.7,166
1819,63,0000,Race/Ethnicity,Multiracial,95,4.0,166
1819,63,0000,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,166
1819,63,0000,Race/Ethnicity,White,1867,79.2,166
1819,63,0000,Students with Disabilities,Students with Disabilities,440,18.7,166
1819,63,0000,Total,Total Students,2356,100.0,166
1819,63,0021,Economically Disadvantaged,Economically Disadvantaged,587,100.0,37
1819,63,0021,English Language Learners,English Language Learners,0,0.0,37
1819,63,0021,Gender,Female,300,51.1,37
1819,63,0021,Gender,Male,287,48.9,37
1819,63,0021,Grade Level,Ninth,173,29.5,37
1819,63,0021,Grade Level,Tenth,153,26.1,37
1819,63,0021,Grade Level,Eleventh,133,22.7,37
1819,63,0021,Grade Level,Twelfth,128,21.8,37
1819,63,0021,Homeless,Homeless,0,0.0,37
1819,63,0021,Migrant,Migrant,0,0.0,37
1819,63,0021,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,37
1819,63,0021,Race/Ethnicity,Asian,0,0.0,37
1819,63,0021,Race/Ethnicity,Black/African American,70,11.9,37
1819,63,0021,Race/Ethnicity,Hispanic,24,4.1,37
1819,63,0021,Race/Ethnicity,Multiracial,28,4.8,37
1819,63,0021,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,37
1819,63,0021,Race/Ethnicity,White,462,78.7,37
1819,63,0021,Students with Disabilities,Students with Disabilities,92,15.7,37
1819,63,0021,Total,Total Students,587,100.0,37
1819,63,0022,Economically Disadvantaged,Economically Disadvantaged,754,100.0,51
1819,63,0022,English Language Learners,English Language Learners,0,0.0,51
1819,63,0022,Gender,Female,377,50.0,51
1819,63,0022,Gender,Male,377,50.0,51
1819,63,0022,Grade Level,Fifth,186,24.7,51
1819,63,0022,Grade Level,Sixth,212,28.1,51
1819,63,0022,Grade Level,Seventh,176,23.3,51
1819,63,0022,Grade Level,Eighth,180,23.9,51
1819,63,0022,Homeless,Homeless,14,1.9,51
1819,63,0022,Migrant,Migrant,0,0.0,51
1819,63,0022,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,51
1819,63,0022,Race/Ethnicity,Asian,0,0.0,51
1819,63,0022,Race/Ethnicity,Black/African American,98,13.0,51
1819,63,0022,Race/Ethnicity,Hispanic,26,3.4,51
1819,63,0022,Race/Ethnicity,Multiracial,27,3.6,51
1819,63,0022,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,51
1819,63,0022,Race/Ethnicity,White,600,79.6,51
1819,63,0022,Students with Disabilities,Students with Disabilities,143,19.0,51
1819,63,0022,Total,Total Students,754,100.0,51
1819,63,0031,Economically Disadvantaged,Economically Disadvantaged,979,100.0,73
1819,63,0031,English Language Learners,English Language Learners,0,0.0,73
1819,63,0031,Gender,Female,481,49.1,73
1819,63,0031,Gender,Male,498,50.9,73
1819,63,0031,Grade Level,PK,51,5.2,73
1819,63,0031,Grade Level,KG,220,22.5,73
1819,63,0031,Grade Level,First,199,20.3,73
1819,63,0031,Grade Level,Second,175,17.9,73
1819,63,0031,Grade Level,Third,168,17.2,73
1819,63,0031,Grade Level,Fourth,166,17.0,73
1819,63,0031,Homeless,Homeless,14,1.4,73
1819,63,0031,Migrant,Migrant,0,0.0,73
1819,63,0031,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,73
1819,63,0031,Race/Ethnicity,Asian,0,0.0,73
1819,63,0031,Race/Ethnicity,Black/African American,119,12.2,73
1819,63,0031,Race/Ethnicity,Hispanic,34,3.5,73
1819,63,0031,Race/Ethnicity,Multiracial,39,4.0,73
1819,63,0031,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,73
1819,63,0031,Race/Ethnicity,White,783,80.0,73
1819,63,0031,Students with Disabilities,Students with Disabilities,193,19.7,73
1819,63,0031,Total,Total Students,979,100.0,73
1819,63,2021,Economically Disadvantaged,Economically Disadvantaged,13,100.0,.
1819,63,2021,English Language Learners,English Language Learners,0,0.0,.
1819,63,2021,Gender,Female,0,0.0,.
1819,63,2021,Gender,Male,0,0.0,.
1819,63,2021,Grade Level,Seventh,2,15.4,.
1819,63,2021,Grade Level,Eighth,4,30.8,.
1819,63,2021,Grade Level,Ninth,2,15.4,.
1819,63,2021,Grade Level,Tenth,3,23.1,.
1819,63,2021,Grade Level,Eleventh,2,15.4,.
1819,63,2021,Homeless,Homeless,0,0.0,.
1819,63,2021,Migrant,Migrant,0,0.0,.
1819,63,2021,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,.
1819,63,2021,Race/Ethnicity,Asian,0,0.0,.
1819,63,2021,Race/Ethnicity,Black/African American,0,0.0,.
1819,63,2021,Race/Ethnicity,Hispanic,0,0.0,.
1819,63,2021,Race/Ethnicity,Multiracial,0,0.0,.
1819,63,2021,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,.
1819,63,2021,Race/Ethnicity,White,11,84.6,.
1819,63,2021,Students with Disabilities,Students with Disabilities,0,0.0,.
1819,63,2021,Total,Total Students,13,100.0,.
1819,63,7021,Economically Disadvantaged,Economically Disadvantaged,0,0.0,2
1819,63,7021,English Language Learners,English Language Learners,0,0.0,2
1819,63,7021,Gender,Male,23,100.0,2
1819,63,7021,Grade Level,Sixth,1,4.3,2
1819,63,7021,Grade Level,Seventh,3,13.0,2
1819,63,7021,Grade Level,Eighth,3,13.0,2
1819,63,7021,Grade Level,Ninth,5,21.7,2
1819,63,7021,Grade Level,Tenth,4,17.4,2
1819,63,7021,Grade Level,Eleventh,3,13.0,2
1819,63,7021,Grade Level,Twelfth,4,17.4,2
1819,63,7021,Homeless,Homeless,0,0.0,2
1819,63,7021,Migrant,Migrant,0,0.0,2
1819,63,7021,Race/Ethnicity,American Indian/Alaskan Native,0,0.0,2
1819,63,7021,Race/Ethnicity,Asian,0,0.0,2
1819,63,7021,Race/Ethnicity,Black/African American,0,0.0,2
1819,63,7021,Race/Ethnicity,Hispanic,0,0.0,2
1819,63,7021,Race/Ethnicity,Multiracial,0,0.0,2
1819,63,7021,Race/Ethnicity,Native Hawaiian/Other Pacific Islander,0,0.0,2
1819,63,7021,Race/Ethnicity,White,11,47.8,2
1819,63,7021,Students with Disabilities,Students with Disabilities,10,43.5,2
1819,63,7021,Total,Total Students,23,100.0,2
